document_index,summarizer,normalizer,rouge_1,rouge_2,rouge_l,time_elapsed
1795,freq,lemma,0.6823529411764706,0.6588235294117647,0.5058139534883721,0.0
594,freq,lemma,0.5222222222222223,0.5054945054945055,0.5138121546961326,0.0
1264,freq,lemma,0.4891304347826087,0.45161290322580644,0.6643356643356644,0.0
2055,freq,lemma,0.7777777777777778,0.746031746031746,0.6018518518518519,0.0010001659393310547
1992,freq,lemma,0.875,0.8444444444444444,0.6462585034013606,0.0
1515,freq,lemma,0.5555555555555556,0.5277777777777778,0.7066666666666667,0.0
461,freq,lemma,0.9154929577464789,0.8783783783783784,0.5984251968503937,9.298324584960938e-05
1050,freq,lemma,0.8421052631578947,0.8181818181818182,0.42780748663101603,0.0009462833404541016
658,freq,lemma,0.897196261682243,0.8727272727272727,0.7225806451612903,0.0
473,freq,lemma,0.847457627118644,0.7741935483870968,0.6956521739130435,0.0
1126,freq,lemma,0.9139784946236559,0.8936170212765957,0.5274725274725275,0.0
2033,freq,lemma,0.9104477611940298,0.8656716417910447,0.3094170403587444,0.0
991,freq,lemma,0.5421686746987951,0.5,0.5686274509803921,0.0
1283,freq,lemma,0.8433734939759037,0.8192771084337349,0.40865384615384615,0.0
1047,freq,lemma,0.8651685393258427,0.8444444444444444,0.38114754098360654,0.0
226,freq,lemma,0.5068493150684932,0.4722222222222222,0.8705882352941177,0.0
516,freq,lemma,0.5052631578947369,0.4842105263157895,0.7538461538461538,0.0010006427764892578
160,freq,lemma,0.9117647058823529,0.8767123287671232,0.4934210526315789,0.0
2114,freq,lemma,0.36792452830188677,0.32710280373831774,0.3811188811188811,0.0
238,freq,lemma,0.8764044943820225,0.8541666666666666,0.9009009009009009,0.0
1093,freq,lemma,0.8441558441558441,0.8157894736842105,0.375,0.0
470,freq,lemma,0.5068493150684932,0.4594594594594595,0.40860215053763443,0.0
1230,freq,lemma,0.6559139784946236,0.6236559139784946,0.5026455026455027,0.0
877,freq,lemma,0.9333333333333333,0.8529411764705882,0.15121951219512195,0.0
1859,freq,lemma,0.49122807017543857,0.45614035087719296,0.8571428571428571,0.0010025501251220703
876,freq,lemma,0.8620689655172413,0.8255813953488372,0.36065573770491804,0.0
2000,freq,lemma,0.9,0.8734177215189873,0.5294117647058824,0.0010001659393310547
732,freq,lemma,0.022988505747126436,0.0,0.9431818181818182,0.0
2126,freq,lemma,0.34177215189873417,0.32051282051282054,0.7207207207207207,0.0
378,freq,lemma,0.8518518518518519,0.8292682926829268,0.8235294117647058,0.0
680,freq,lemma,0.8289473684210527,0.8,0.6936936936936937,0.0
1459,freq,lemma,0.6493506493506493,0.6363636363636364,0.5602836879432624,0.0
132,freq,lemma,0.8955223880597015,0.8676470588235294,0.5338345864661654,0.0
2118,freq,lemma,0.5816326530612245,0.5463917525773195,0.396,0.0
967,freq,lemma,0.925531914893617,0.8979591836734694,0.452914798206278,0.0
654,freq,lemma,0.868421052631579,0.8125,0.5222929936305732,0.0
1857,freq,lemma,0.8968253968253969,0.88,0.4703703703703704,0.0
1277,freq,lemma,0.9176470588235294,0.8941176470588236,0.33852140077821014,0.0
1572,freq,lemma,0.5571428571428572,0.5362318840579711,0.35323383084577115,0.0
731,freq,lemma,0.8333333333333334,0.810126582278481,0.9529411764705882,0.0
1999,freq,lemma,0.6,0.5875,0.6074074074074074,0.0
1100,freq,lemma,0.5,0.4875,0.5093167701863354,0.0
167,freq,lemma,0.6373626373626373,0.6195652173913043,0.7121212121212122,0.0
427,freq,lemma,0.19480519480519481,0.18421052631578946,0.34977578475336324,0.0010039806365966797
62,freq,lemma,0.3194444444444444,0.28,0.8387096774193549,0.0
499,freq,lemma,0.375,0.35384615384615387,0.8481012658227848,0.0
1336,freq,lemma,0.868421052631579,0.8421052631578947,0.9230769230769231,0.0
1409,freq,lemma,0.8636363636363636,0.8409090909090909,0.410958904109589,0.0
675,freq,lemma,0.8421052631578947,0.8026315789473685,0.5954198473282443,0.0
1833,freq,lemma,0.875,0.8505747126436781,0.40271493212669685,0.0
1914,freq,lemma,0.47191011235955055,0.4318181818181818,0.6923076923076923,0.0
1961,freq,lemma,0.8625,0.8292682926829268,0.30434782608695654,0.0
1625,freq,lemma,0.8804347826086957,0.8494623655913979,0.32094594594594594,0.0
1974,freq,lemma,0.4819277108433735,0.4457831325301205,0.3648068669527897,0.0
337,freq,lemma,0.4875,0.45,0.8913043478260869,0.0
2067,freq,lemma,0.5444444444444444,0.5280898876404494,0.6319444444444444,0.0015375614166259766
193,freq,lemma,0.5510204081632653,0.5098039215686274,0.7971014492753623,0.0
811,freq,lemma,0.8450704225352113,0.8169014084507042,0.9024390243902439,0.0
1880,freq,lemma,0.8387096774193549,0.7936507936507936,0.7142857142857143,0.0
944,freq,lemma,0.8775510204081632,0.84,0.4834123222748815,0.0
1529,freq,lemma,0.5205479452054794,0.5068493150684932,0.6147540983606558,0.0
872,freq,lemma,0.8472222222222222,0.8157894736842105,0.42162162162162165,0.0010075569152832031
208,freq,lemma,0.6103896103896104,0.5769230769230769,0.3791469194312796,0.0009894371032714844
417,freq,lemma,0.8285714285714286,0.7887323943661971,0.8488372093023255,0.0
1483,freq,lemma,0.6338028169014085,0.6056338028169014,0.9315068493150684,0.0
1015,freq,lemma,0.8901098901098901,0.8602150537634409,0.521978021978022,0.0
289,freq,lemma,0.8313253012048193,0.8095238095238095,0.3918918918918919,0.0
481,freq,lemma,0.9157894736842105,0.8936170212765957,0.4423963133640553,0.0
1735,freq,lemma,0.8333333333333334,0.8076923076923077,0.4,0.0
1896,freq,lemma,0.8571428571428571,0.8192771084337349,0.38288288288288286,0.0
949,freq,lemma,0.6265060240963856,0.6,0.8148148148148148,0.0
1048,freq,lemma,0.9069767441860465,0.8863636363636364,0.46875,0.0
1080,freq,lemma,0.8125,0.78125,0.42038216560509556,0.0
883,freq,lemma,0.527027027027027,0.49333333333333335,0.8666666666666667,0.0
423,freq,lemma,0.8289473684210527,0.8026315789473685,0.4906832298136646,0.0005404949188232422
222,freq,lemma,0.8409090909090909,0.8131868131868132,0.6888888888888889,0.0
1419,freq,lemma,0.9146341463414634,0.8902439024390244,0.37168141592920356,0.0
1245,freq,lemma,0.85,0.825,0.41624365482233505,0.0
1920,freq,lemma,0.6666666666666666,0.6407766990291263,0.5497382198952879,0.0
1247,freq,lemma,0.5714285714285714,0.5546218487394958,0.545045045045045,0.0
1036,freq,lemma,0.8831168831168831,0.810126582278481,0.36,0.0
2187,freq,lemma,0.8987341772151899,0.8717948717948718,0.1895734597156398,0.0
1339,freq,lemma,0.8552631578947368,0.8333333333333334,0.9195402298850575,0.0
1968,freq,lemma,0.9166666666666666,0.898989898989899,0.46788990825688076,0.0009999275207519531
782,freq,lemma,0.9102564102564102,0.8860759493670886,0.6507936507936508,0.0
212,freq,lemma,0.5192307692307693,0.49523809523809526,0.656441717791411,0.0
1212,freq,lemma,0.926829268292683,0.8928571428571429,0.4046511627906977,0.0
1146,freq,lemma,0.3103448275862069,0.22972972972972974,0.44542772861356933,0.0
2198,freq,lemma,0.9339622641509434,0.9150943396226415,0.40441176470588236,0.0
1182,freq,lemma,0.5949367088607594,0.569620253164557,0.6982758620689655,0.0
1120,freq,lemma,0.9213483146067416,0.9021739130434783,0.48205128205128206,0.0
1184,freq,lemma,0.8589743589743589,0.8227848101265823,0.45555555555555555,0.0
444,freq,lemma,0.8958333333333334,0.8673469387755102,0.4807692307692308,0.0
1390,freq,lemma,0.6266666666666667,0.5945945945945946,0.9156626506024096,0.0
1342,freq,lemma,0.9316239316239316,0.9145299145299145,0.371875,0.0
780,freq,lemma,0.875,0.8484848484848485,0.42083333333333334,0.0
1347,freq,lemma,0.47058823529411764,0.4523809523809524,0.6771653543307087,0.0
712,freq,lemma,0.45,0.43209876543209874,0.47701149425287354,0.0
1932,freq,lemma,0.9285714285714286,0.8961038961038961,0.4594594594594595,0.001001596450805664
1098,freq,lemma,0.3563218390804598,0.29213483146067415,0.6618705035971223,0.0
532,freq,lemma,0.9102564102564102,0.8860759493670886,0.6507936507936508,0.0
1221,freq,lemma,0.9369369369369369,0.9230769230769231,0.6,0.0
1505,freq,lemma,0.5301204819277109,0.5,0.7610619469026548,0.0
762,freq,lemma,0.9259259259259259,0.8863636363636364,0.05509964830011723,0.000997781753540039
1027,freq,lemma,0.6153846153846154,0.5844155844155844,0.5895522388059702,0.0
540,freq,lemma,0.8311688311688312,0.8026315789473685,0.6446280991735537,0.0
836,freq,lemma,0.8625,0.8375,0.640625,0.0
316,freq,lemma,0.883495145631068,0.8627450980392157,0.574585635359116,0.0
1563,freq,lemma,0.8591549295774648,0.8333333333333334,0.27106227106227104,0.0
136,freq,lemma,0.8356164383561644,0.7894736842105263,0.7821782178217822,0.0
1462,freq,lemma,0.5352112676056338,0.5211267605633803,0.5648854961832062,0.0
2069,freq,lemma,0.8414634146341463,0.8024691358024691,0.4742857142857143,0.0
108,freq,lemma,0.532258064516129,0.49206349206349204,0.9154929577464789,0.0
544,freq,lemma,0.22826086956521738,0.21739130434782608,0.8407079646017699,0.0
410,freq,lemma,0.8787878787878788,0.8585858585858586,0.6778523489932886,0.0
1472,freq,lemma,0.883495145631068,0.8703703703703703,0.4745762711864407,0.0
765,freq,lemma,0.9292035398230089,0.9130434782608695,0.1132623426911907,0.000997304916381836
1693,freq,lemma,0.4857142857142857,0.4383561643835616,0.9868421052631579,0.0
299,freq,lemma,0.828125,0.8,0.8734177215189873,0.0
1785,freq,lemma,0.4868421052631579,0.4666666666666667,0.4207650273224044,0.0
1243,freq,lemma,0.9310344827586207,0.896551724137931,0.5235294117647059,0.0
1288,freq,lemma,0.5775862068965517,0.559322033898305,0.3761755485893417,0.0
1013,freq,lemma,0.8571428571428571,0.8214285714285714,0.44559585492227977,8.916854858398438e-05
1229,freq,lemma,0.4845360824742268,0.4583333333333333,0.5903614457831325,0.0
2193,freq,lemma,0.8817204301075269,0.8617021276595744,0.3287671232876712,0.0
83,freq,lemma,0.43661971830985913,0.4084507042253521,0.8021978021978022,0.0
1415,freq,lemma,0.2807017543859649,0.2413793103448276,0.9838709677419355,0.0010013580322265625
240,freq,lemma,0.9342105263157895,0.9125,0.2721518987341772,0.0
2109,freq,lemma,0.9368421052631579,0.9166666666666666,0.2768361581920904,0.0
748,freq,lemma,0.8850574712643678,0.8522727272727273,0.4739583333333333,0.0
1628,freq,lemma,0.6428571428571429,0.6326530612244898,0.6711409395973155,0.0
1468,freq,lemma,0.8513513513513513,0.8108108108108109,0.6209677419354839,0.0
946,freq,lemma,0.8421052631578947,0.8181818181818182,0.4550561797752809,0.0
163,freq,lemma,0.625,0.5802469135802469,0.4853801169590643,0.0
674,freq,lemma,0.8382352941176471,0.8088235294117647,0.9090909090909091,0.0
634,freq,lemma,0.819672131147541,0.7692307692307693,0.8160919540229885,0.0
113,freq,lemma,0.9125,0.8795180722891566,0.5379746835443038,0.0
1388,freq,lemma,0.41975308641975306,0.3875,0.975609756097561,0.0
1935,freq,lemma,0.5428571428571428,0.5,0.5179856115107914,0.0
139,freq,lemma,0.9009009009009009,0.8660714285714286,0.5533980582524272,0.0
159,freq,lemma,0.851063829787234,0.8333333333333334,0.6363636363636364,0.0010118484497070312
373,freq,lemma,0.6190476190476191,0.5606060606060606,0.6635514018691588,0.0
2084,freq,lemma,0.8235294117647058,0.7857142857142857,0.34782608695652173,0.0
913,freq,lemma,0.5060240963855421,0.47619047619047616,0.945054945054945,0.0
796,freq,lemma,0.5679012345679012,0.5301204819277109,0.6439393939393939,0.0
625,freq,lemma,0.5128205128205128,0.4810126582278481,0.7777777777777778,0.0
415,freq,lemma,0.8414634146341463,0.8214285714285714,0.581081081081081,0.0009989738464355469
1539,freq,lemma,0.828125,0.78125,0.28820960698689957,0.0
1432,freq,lemma,0.32857142857142857,0.3142857142857143,0.9305555555555556,0.0
2182,freq,lemma,0.8070175438596491,0.7586206896551724,0.33707865168539325,0.0
2079,freq,lemma,0.8852459016393442,0.8548387096774194,0.3532608695652174,0.0
177,freq,lemma,0.8533333333333334,0.8243243243243243,0.6666666666666666,0.0
1760,freq,lemma,0.835820895522388,0.8142857142857143,0.4065934065934066,0.0
1281,freq,lemma,0.8522727272727273,0.8295454545454546,0.39574468085106385,0.0
2131,freq,lemma,0.5909090909090909,0.5617977528089888,0.4972677595628415,0.0
942,freq,lemma,0.5779816513761468,0.5504587155963303,0.5068493150684932,0.0
328,freq,lemma,0.8636363636363636,0.8314606741573034,0.6319444444444444,0.0
1762,freq,lemma,0.8309859154929577,0.8108108108108109,0.5277777777777778,0.0
863,freq,lemma,0.8554216867469879,0.8192771084337349,0.3231939163498099,0.0
1081,freq,lemma,0.5595238095238095,0.5294117647058824,0.4887640449438202,0.0
1249,freq,lemma,0.625,0.5887850467289719,0.8257575757575758,0.0
1049,freq,lemma,0.44761904761904764,0.4326923076923077,0.5578947368421052,0.0
1326,freq,lemma,0.5333333333333333,0.5111111111111111,0.5139664804469274,0.0
842,freq,lemma,0.8461538461538461,0.8227848101265823,0.6136363636363636,0.0
2141,freq,lemma,0.6351351351351351,0.6103896103896104,0.47305389221556887,0.0010073184967041016
1511,freq,lemma,0.9156626506024096,0.8902439024390244,0.4221105527638191,0.0
1430,freq,lemma,0.8857142857142857,0.8653846153846154,0.2371364653243848,0.0
611,freq,lemma,0.5294117647058824,0.5116279069767442,0.9111111111111111,0.0
556,freq,lemma,0.8732394366197183,0.8243243243243243,0.7169811320754716,0.0
1031,freq,lemma,0.9259259259259259,0.9065420560747663,0.45041322314049587,0.0
400,freq,lemma,0.8701298701298701,0.8333333333333334,0.6611570247933884,0.0
1556,freq,lemma,0.8285714285714286,0.8028169014084507,0.7227722772277227,0.0
631,freq,lemma,0.6078431372549019,0.5849056603773585,0.34615384615384615,0.0
2062,freq,lemma,0.8518518518518519,0.8292682926829268,0.7706422018348624,0.0
2058,freq,lemma,0.8918918918918919,0.863013698630137,0.2508361204013378,0.0
2212,freq,lemma,0.4778761061946903,0.4608695652173913,0.48148148148148145,0.0
1407,freq,lemma,0.5068493150684932,0.4657534246575342,0.3024193548387097,0.0
1089,freq,lemma,0.9210526315789473,0.8974358974358975,0.7079646017699115,0.0
599,freq,lemma,0.8378378378378378,0.8108108108108109,0.6031746031746031,0.0
1565,freq,lemma,0.8636363636363636,0.8314606741573034,0.6319444444444444,0.0
986,freq,lemma,0.9285714285714286,0.9069767441860465,0.8640776699029126,0.0
85,freq,lemma,0.863013698630137,0.8356164383561644,0.8426966292134831,0.0
1645,freq,lemma,0.9213483146067416,0.9021739130434783,0.47959183673469385,0.0
1000,freq,lemma,0.8899082568807339,0.8771929824561403,0.4627450980392157,0.0
1114,freq,lemma,0.6504854368932039,0.5981308411214953,0.5842105263157895,0.0
305,freq,lemma,0.5072463768115942,0.4782608695652174,0.9594594594594594,0.0
1770,freq,lemma,0.027777777777777776,0.0,0.9230769230769231,0.0
2194,freq,lemma,0.8648648648648649,0.8266666666666667,0.30196078431372547,0.0
955,freq,lemma,0.5084745762711864,0.5,0.7134502923976608,0.0
1225,freq,lemma,0.2682926829268293,0.18292682926829268,0.8076923076923077,0.0
869,freq,lemma,0.5606060606060606,0.5373134328358209,0.56,0.0
395,freq,lemma,0.41935483870967744,0.39344262295081966,0.9,0.0
158,freq,lemma,0.8059701492537313,0.7904761904761904,0.6398809523809523,0.0009894371032714844
691,freq,lemma,0.8426966292134831,0.8202247191011236,0.47150259067357514,0.0
1139,freq,lemma,0.8382352941176471,0.7941176470588235,0.34146341463414637,0.0
344,freq,lemma,0.5571428571428572,0.5211267605633803,0.3802083333333333,0.0
989,freq,lemma,0.6506024096385542,0.6046511627906976,0.42718446601941745,0.0
565,freq,lemma,0.8947368421052632,0.8787878787878788,0.6,0.0
1991,freq,lemma,0.9240506329113924,0.9,0.3169811320754717,0.001543283462524414
1593,freq,lemma,0.02857142857142857,0.0,0.6293103448275862,0.0
1567,freq,lemma,0.2987012987012987,0.27848101265822783,0.9310344827586207,0.0
1647,freq,lemma,0.509090909090909,0.48148148148148145,0.5894736842105263,0.0
1699,freq,lemma,0.8586956521739131,0.8387096774193549,0.36398467432950193,0.0
1965,freq,lemma,0.9279279279279279,0.911504424778761,0.32590529247910865,0.0010013580322265625
250,freq,lemma,0.5373134328358209,0.5,0.5573770491803278,0.0
1966,freq,lemma,0.9313725490196079,0.9142857142857143,0.36212624584717606,0.0
1676,freq,lemma,0.9405940594059405,0.9207920792079208,0.30029154518950435,0.0009982585906982422
1836,freq,lemma,0.8828828828828829,0.8660714285714286,0.46153846153846156,0.0
1311,freq,lemma,0.5543478260869565,0.5053763440860215,0.7851239669421488,0.0
468,freq,lemma,0.2911392405063291,0.2625,0.6165413533834586,0.0
1842,freq,lemma,0.9263157894736842,0.9108910891089109,0.4794520547945205,0.0
262,freq,lemma,0.9076923076923077,0.8805970149253731,0.4896551724137931,0.0
586,freq,lemma,0.5694444444444444,0.5492957746478874,0.4965986394557823,0.0
1500,freq,lemma,0.5348837209302325,0.5116279069767442,0.7787610619469026,0.0
1359,freq,lemma,0.8604651162790697,0.8426966292134831,0.7165354330708661,0.0
999,freq,lemma,0.5,0.4880952380952381,0.49710982658959535,0.0
335,freq,lemma,0.7444444444444445,0.6923076923076923,0.5195530726256983,0.0
2044,freq,lemma,0.8764044943820225,0.8409090909090909,0.5625,0.0
1826,freq,lemma,0.49122807017543857,0.45614035087719296,0.8571428571428571,0.0
2117,freq,lemma,0.7303370786516854,0.6989247311827957,0.3231292517006803,0.0
472,freq,lemma,0.45,0.42528735632183906,0.550561797752809,0.0
1910,freq,lemma,0.8641975308641975,0.8395061728395061,0.30970149253731344,0.0
827,freq,lemma,0.8333333333333334,0.7619047619047619,0.88,0.0
976,freq,lemma,0.8253968253968254,0.7692307692307693,0.4407894736842105,0.0
1278,freq,lemma,0.5789473684210527,0.5641025641025641,0.38571428571428573,0.0016269683837890625
1084,freq,lemma,0.8673469387755102,0.8484848484848485,0.4279661016949153,0.0009512901306152344
612,freq,lemma,0.9078947368421053,0.881578947368421,0.5611510791366906,0.0
1725,freq,lemma,0.8809523809523809,0.8588235294117647,0.36065573770491804,0.0
2012,freq,lemma,0.8850574712643678,0.8505747126436781,0.4063926940639269,0.0
18,freq,lemma,0.26436781609195403,0.22988505747126436,1.0,0.0
1364,freq,lemma,0.28169014084507044,0.2638888888888889,0.8648648648648649,0.0
1195,freq,lemma,0.8831168831168831,0.810126582278481,0.36,0.0
1524,freq,lemma,0.5465116279069767,0.5287356321839081,0.5454545454545454,0.0
1396,freq,lemma,0.28169014084507044,0.2638888888888889,0.8648648648648649,0.0
205,freq,lemma,0.8648648648648649,0.8243243243243243,0.5757575757575758,0.0
953,freq,lemma,0.8292682926829268,0.8072289156626506,0.48295454545454547,0.0
1892,freq,lemma,0.8554216867469879,0.8333333333333334,0.3333333333333333,0.0
1651,freq,lemma,0.3546099290780142,0.3541666666666667,0.815068493150685,0.0
1582,freq,lemma,0.17142857142857143,0.15942028985507245,0.8352941176470589,0.0
2021,freq,lemma,0.9380530973451328,0.9217391304347826,0.2708333333333333,0.0
703,freq,lemma,0.5555555555555556,0.5333333333333333,0.9634146341463414,0.0
593,freq,lemma,0.8461538461538461,0.8170731707317073,0.9767441860465116,0.0
1480,freq,lemma,0.47297297297297297,0.4533333333333333,0.7475728155339806,0.0
914,freq,lemma,0.9125,0.8780487804878049,0.3159851301115242,0.0
236,freq,lemma,0.5483870967741935,0.5245901639344263,0.7590361445783133,0.0
963,freq,lemma,0.828125,0.78125,0.26506024096385544,0.0
1755,freq,lemma,0.4805194805194805,0.4605263157894737,0.8717948717948718,0.0
445,freq,lemma,0.6666666666666666,0.648936170212766,0.5843373493975904,0.0010006427764892578
1244,freq,lemma,0.5220588235294118,0.4852941176470588,0.45695364238410596,0.0009982585906982422
219,freq,lemma,0.8842105263157894,0.8350515463917526,0.6513157894736842,0.0
2137,freq,lemma,0.5294117647058824,0.4925373134328358,0.7582417582417582,0.0
405,freq,lemma,0.872093023255814,0.8390804597701149,0.42995169082125606,0.0
2121,freq,lemma,0.9339622641509434,0.9142857142857143,0.5297029702970297,0.0
2221,freq,lemma,0.27722772277227725,0.2647058823529412,0.8,0.0
834,freq,lemma,0.8981481481481481,0.8796296296296297,0.514018691588785,0.0
1791,freq,lemma,0.5135135135135135,0.4864864864864865,0.7916666666666666,0.0
79,freq,lemma,0.47058823529411764,0.44776119402985076,0.8214285714285714,0.0
41,freq,lemma,0.5573770491803278,0.5079365079365079,0.6565656565656566,0.0
2001,freq,lemma,0.8974358974358975,0.8701298701298701,0.441340782122905,0.0
1591,freq,lemma,0.5882352941176471,0.5588235294117647,0.8571428571428571,0.0
1216,freq,lemma,0.8777777777777778,0.8461538461538461,0.7404580152671756,0.0
778,freq,lemma,0.8253968253968254,0.7936507936507936,0.5909090909090909,0.0
1167,freq,lemma,0.34710743801652894,0.3089430894308943,0.48828125,0.0
746,freq,lemma,0.8382352941176471,0.7941176470588235,0.7,0.0
1677,freq,lemma,0.8571428571428571,0.8181818181818182,0.49375,0.0
372,freq,lemma,0.8625,0.8354430379746836,0.9,0.0
1223,freq,lemma,0.9278350515463918,0.9072164948453608,0.3378839590443686,0.0
441,freq,lemma,0.6744186046511628,0.6470588235294118,0.5370370370370371,0.0
2222,freq,lemma,0.8934426229508197,0.8780487804878049,0.2631578947368421,0.0
2009,freq,lemma,0.8481012658227848,0.8313253012048193,0.5379746835443038,0.0
362,freq,lemma,0.5342465753424658,0.5,0.7102803738317757,0.0
1585,freq,lemma,0.8378378378378378,0.8108108108108109,0.5,0.0
839,freq,lemma,0.8513513513513513,0.8243243243243243,0.7916666666666666,0.0
214,freq,lemma,0.8735632183908046,0.8488372093023255,0.39285714285714285,0.0
1315,freq,lemma,0.5512820512820513,0.5194805194805194,0.4463276836158192,0.0
1272,freq,lemma,0.8271604938271605,0.8024691358024691,0.664,0.0010027885437011719
1530,freq,lemma,0.5714285714285714,0.5411764705882353,0.2396694214876033,0.0
425,freq,lemma,0.9113924050632911,0.8875,0.43157894736842106,0.0
2186,freq,lemma,0.8292682926829268,0.8048780487804879,0.4540540540540541,0.0
1389,freq,lemma,0.5857142857142857,0.5652173913043478,0.8169014084507042,0.0
813,freq,lemma,0.3974358974358974,0.34177215189873417,0.8350515463917526,0.0
1042,freq,lemma,0.8970588235294118,0.8507462686567164,0.33658536585365856,0.0
1661,freq,lemma,0.5189873417721519,0.5063291139240507,0.5472972972972973,0.0
615,freq,lemma,0.5606060606060606,0.5454545454545454,0.8068181818181818,0.0
741,freq,lemma,0.8674698795180723,0.8313253012048193,0.8585858585858586,0.0
2029,freq,lemma,0.8869565217391304,0.8706896551724138,0.39215686274509803,0.0
1064,freq,lemma,0.8586956521739131,0.8279569892473119,0.5397727272727273,0.0
1988,freq,lemma,0.3263157894736842,0.30927835051546393,0.6149068322981367,0.0009984970092773438
268,freq,lemma,0.8854166666666666,0.8469387755102041,0.6211180124223602,0.0
1004,freq,lemma,0.5581395348837209,0.5058823529411764,0.696,0.0
93,freq,lemma,0.8382352941176471,0.8082191780821918,0.8876404494382022,0.0
2148,freq,lemma,0.6455696202531646,0.6375,0.3025830258302583,0.0010004043579101562
2080,freq,lemma,0.6486486486486487,0.6027397260273972,0.6880733944954128,0.0
210,freq,lemma,0.6266666666666667,0.6133333333333333,0.7403846153846154,0.0
714,freq,lemma,0.8536585365853658,0.8170731707317073,0.7368421052631579,0.0
1666,freq,lemma,0.9041095890410958,0.875,0.34101382488479265,0.0
1378,freq,lemma,0.6538461538461539,0.6075949367088608,0.24324324324324326,0.001001596450805664
188,freq,lemma,0.8095238095238095,0.7692307692307693,0.46258503401360546,0.0
547,freq,lemma,0.9444444444444444,0.9175257731958762,0.6441717791411042,0.0
1492,freq,lemma,0.610738255033557,0.5838926174496645,0.483974358974359,0.0
728,freq,lemma,0.6231884057971014,0.5882352941176471,0.693069306930693,0.0
1621,freq,lemma,0.6290322580645161,0.5645161290322581,0.34972677595628415,0.0
1236,freq,lemma,0.5287356321839081,0.4883720930232558,0.7521367521367521,0.0
1716,freq,lemma,0.6024096385542169,0.5853658536585366,0.3333333333333333,0.0
364,freq,lemma,0.8529411764705882,0.8260869565217391,0.8875,0.0
571,freq,lemma,0.5538461538461539,0.5384615384615384,0.6261682242990654,0.0
66,freq,lemma,0.5671641791044776,0.5294117647058824,0.6363636363636364,0.0
880,freq,lemma,0.8235294117647058,0.8,0.782608695652174,0.0
325,freq,lemma,0.8153846153846154,0.7761194029850746,0.45098039215686275,0.0
1936,freq,lemma,0.9278350515463918,0.9072164948453608,0.3613138686131387,0.0
962,freq,lemma,0.94,0.9108910891089109,0.3576388888888889,0.0
1490,freq,lemma,0.5555555555555556,0.5205479452054794,0.6756756756756757,0.0
2151,freq,lemma,0.8536585365853658,0.8275862068965517,0.5568862275449101,0.0
2218,freq,lemma,0.9058823529411765,0.8809523809523809,0.25748502994011974,0.0010080337524414062
1692,freq,lemma,0.8591549295774648,0.8356164383561644,0.4245810055865922,0.0
1083,freq,lemma,0.8260869565217391,0.8,0.7741935483870968,0.0
1405,freq,lemma,0.925531914893617,0.9032258064516129,0.2761627906976744,0.0
528,freq,lemma,0.7894736842105263,0.7543859649122807,0.921875,0.0
223,freq,lemma,0.9135802469135802,0.8875,0.43157894736842106,0.0
1484,freq,lemma,0.4696969696969697,0.3939393939393939,0.4726027397260274,0.0
855,freq,lemma,0.851063829787234,0.82,0.3835616438356164,0.0
1840,freq,lemma,0.6853932584269663,0.6363636363636364,0.45918367346938777,0.0
2082,freq,lemma,0.8674698795180723,0.8452380952380952,0.5733333333333334,0.0
1954,freq,lemma,0.9285714285714286,0.9072164948453608,0.5755813953488372,0.0
263,freq,lemma,0.8666666666666667,0.8157894736842105,0.39195979899497485,0.0
1275,freq,lemma,0.9611650485436893,0.9541284403669725,0.14498381877022654,0.0
1793,freq,lemma,0.872093023255814,0.8390804597701149,0.6544117647058824,0.0
2075,freq,lemma,0.8333333333333334,0.810126582278481,0.680672268907563,0.0
1740,freq,lemma,0.5972222222222222,0.5394736842105263,0.963855421686747,0.0
630,freq,lemma,0.4175824175824176,0.40217391304347827,0.6762589928057554,0.0
966,freq,lemma,0.8309859154929577,0.8055555555555556,0.74,0.0
1810,freq,lemma,0.28378378378378377,0.2702702702702703,0.5526315789473685,0.0
1542,freq,lemma,0.5,0.4878048780487805,0.8936170212765957,0.0
682,freq,lemma,0.5789473684210527,0.5526315789473685,0.9285714285714286,0.0
1171,freq,lemma,0.5888888888888889,0.5604395604395604,0.5166666666666667,0.0
845,freq,lemma,0.569620253164557,0.5365853658536586,0.5454545454545454,0.0
442,freq,lemma,0.8764044943820225,0.8426966292134831,0.883495145631068,0.0
756,freq,lemma,0.8441558441558441,0.8181818181818182,0.7272727272727273,0.0
2051,freq,lemma,0.5816326530612245,0.5463917525773195,0.396,0.0
1017,freq,lemma,0.62,0.6,0.44541484716157204,0.0
705,freq,lemma,0.8493150684931506,0.821917808219178,0.6578947368421053,0.0
380,freq,lemma,0.8539325842696629,0.8314606741573034,0.773109243697479,0.0
1577,freq,lemma,0.8064516129032258,0.7704918032786885,0.6631578947368421,0.0
109,freq,lemma,0.8354430379746836,0.8076923076923077,0.6611570247933884,0.0
1790,freq,lemma,0.5135135135135135,0.4864864864864865,0.7916666666666666,0.0
1883,freq,lemma,0.5068493150684932,0.4861111111111111,0.7789473684210526,0.0
1386,freq,lemma,0.5454545454545454,0.5324675324675324,0.8227848101265823,0.0
1341,freq,lemma,0.8405797101449275,0.8115942028985508,0.9726027397260274,0.0
1142,freq,lemma,0.8717948717948718,0.8375,0.589041095890411,0.0
907,freq,lemma,0.31645569620253167,0.3,0.4585635359116022,0.0
1240,freq,lemma,0.9102564102564102,0.8875,0.5060975609756098,0.0
